================================================================================
********************************************************************************
Backtracking Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Backtracking Algorithm Detail
NQueen	Time	SUCCESS/FAIL	Number of Trials
14	5370	SUCCESS	14
14	5369	SUCCESS	15
14	5364	SUCCESS	16
14	5366	SUCCESS	17
14	5368	SUCCESS	18
14	5363	SUCCESS	19
14	5364	SUCCESS	20
14	5367	SUCCESS	21
14	5364	SUCCESS	22
14	5364	SUCCESS	23
14	5361	SUCCESS	24
14	5368	SUCCESS	25
14	5361	SUCCESS	26
14	5367	SUCCESS	27
14	5366	SUCCESS	28
14	5365	SUCCESS	29
14	5367	SUCCESS	30
14	5362	SUCCESS	31
14	5362	SUCCESS	32
14	5368	SUCCESS	33
14	5367	SUCCESS	34
14	5364	SUCCESS	35
14	5364	SUCCESS	36
14	5363	SUCCESS	37
14	5368	SUCCESS	38
14	5369	SUCCESS	39
14	5368	SUCCESS	40
14	5366	SUCCESS	41
14	5361	SUCCESS	42
14	5369	SUCCESS	43
14	5368	SUCCESS	44
14	5365	SUCCESS	45
14	5365	SUCCESS	46
14	5366	SUCCESS	47
14	5368	SUCCESS	48
14	5365	SUCCESS	49
14	5365	SUCCESS	50
********************************************************************************
15	4443	SUCCESS	1
15	4382	SUCCESS	2
15	4377	SUCCESS	3
15	4379	SUCCESS	4
15	4375	SUCCESS	5
15	4385	SUCCESS	6
15	4378	SUCCESS	7
15	4383	SUCCESS	8
15	4384	SUCCESS	9
15	4380	SUCCESS	10
15	4381	SUCCESS	11
15	4384	SUCCESS	12
15	4383	SUCCESS	13
15	4385	SUCCESS	14
15	4380	SUCCESS	15
15	4383	SUCCESS	16
15	4386	SUCCESS	17
15	4380	SUCCESS	18
15	4383	SUCCESS	19
15	4385	SUCCESS	20
15	4383	SUCCESS	21
15	4381	SUCCESS	22
15	4380	SUCCESS	23
15	4380	SUCCESS	24
15	4386	SUCCESS	25
15	4381	SUCCESS	26
15	4381	SUCCESS	27
15	4384	SUCCESS	28
15	4382	SUCCESS	29
15	4393	SUCCESS	30
15	4381	SUCCESS	31
15	4387	SUCCESS	32
15	4386	SUCCESS	33
15	4384	SUCCESS	34
15	4383	SUCCESS	35
15	4382	SUCCESS	36
15	4377	SUCCESS	37
15	4381	SUCCESS	38
15	4382	SUCCESS	39
15	4380	SUCCESS	40
15	4379	SUCCESS	41
15	4378	SUCCESS	42
15	4384	SUCCESS	43
15	4381	SUCCESS	44
15	4382	SUCCESS	45
15	4379	SUCCESS	46
15	4377	SUCCESS	47
15	4380	SUCCESS	48
15	4378	SUCCESS	49
15	4378	SUCCESS	50
********************************************************************************
16	34985	SUCCESS	1
16	34929	SUCCESS	2
16	34916	SUCCESS	3
16	34913	SUCCESS	4
16	34908	SUCCESS	5
16	34913	SUCCESS	6
16	34906	SUCCESS	7
16	34904	SUCCESS	8
16	34905	SUCCESS	9
16	34925	SUCCESS	10
16	34912	SUCCESS	11
16	34889	SUCCESS	12
16	34911	SUCCESS	13
16	34913	SUCCESS	14
16	34925	SUCCESS	15
16	34914	SUCCESS	16
16	34908	SUCCESS	17
16	34889	SUCCESS	18
16	34921	SUCCESS	19
16	34890	SUCCESS	20
16	34956	SUCCESS	21
16	34898	SUCCESS	22
16	34882	SUCCESS	23
16	34914	SUCCESS	24
16	34930	SUCCESS	25
16	34894	SUCCESS	26
16	34912	SUCCESS	27
16	34918	SUCCESS	28
16	34910	SUCCESS	29
16	34897	SUCCESS	30
16	34898	SUCCESS	31
16	34906	SUCCESS	32
16	34887	SUCCESS	33
16	34901	SUCCESS	34
16	34884	SUCCESS	35
16	34907	SUCCESS	36
16	34897	SUCCESS	37
16	34915	SUCCESS	38
16	34883	SUCCESS	39
16	34908	SUCCESS	40
16	34906	SUCCESS	41
16	34907	SUCCESS	42
16	34895	SUCCESS	43
16	34901	SUCCESS	44
16	34900	SUCCESS	45
16	34904	SUCCESS	46
16	34899	SUCCESS	47
16	34901	SUCCESS	48
16	34921	SUCCESS	49
16	34903	SUCCESS	50
********************************************************************************
17	20994	SUCCESS	1
17	20895	SUCCESS	2
17	20889	SUCCESS	3
17	20901	SUCCESS	4
17	20899	SUCCESS	5
17	20908	SUCCESS	6
17	20936	SUCCESS	7
17	20929	SUCCESS	8
17	20923	SUCCESS	9
17	20934	SUCCESS	10
17	20951	SUCCESS	11
17	20941	SUCCESS	12
17	20945	SUCCESS	13
17	20923	SUCCESS	14
17	20919	SUCCESS	15
17	20928	SUCCESS	16
17	20931	SUCCESS	17
17	20933	SUCCESS	18
17	20930	SUCCESS	19
17	20920	SUCCESS	20
17	20919	SUCCESS	21
17	20928	SUCCESS	22
17	20920	SUCCESS	23
17	20936	SUCCESS	24
17	20932	SUCCESS	25
17	20937	SUCCESS	26
17	20946	SUCCESS	27
17	20929	SUCCESS	28
17	20934	SUCCESS	29
17	20917	SUCCESS	30
17	20927	SUCCESS	31
17	20922	SUCCESS	32
17	20932	SUCCESS	33
17	20918	SUCCESS	34
17	20928	SUCCESS	35
17	20926	SUCCESS	36
17	20925	SUCCESS	37
17	20935	SUCCESS	38
17	20925	SUCCESS	39
17	20931	SUCCESS	40
17	20937	SUCCESS	41
17	20963	SUCCESS	42
17	20941	SUCCESS	43
17	20940	SUCCESS	44
17	20925	SUCCESS	45
17	20949	SUCCESS	46
17	20952	SUCCESS	47
17	20940	SUCCESS	48
17	20930	SUCCESS	49
17	20943	SUCCESS	50
********************************************************************************
18	176612	SUCCESS	1
18	176637	SUCCESS	2
18	176628	SUCCESS	3
18	176602	SUCCESS	4
18	176591	SUCCESS	5
18	176672	SUCCESS	6
18	176634	SUCCESS	7
18	176636	SUCCESS	8
18	176625	SUCCESS	9
18	176599	SUCCESS	10
18	176650	SUCCESS	11
18	176625	SUCCESS	12
18	176619	SUCCESS	13
18	176618	SUCCESS	14
18	176636	SUCCESS	15
18	176593	SUCCESS	16
18	176622	SUCCESS	17
18	176613	SUCCESS	18
18	176618	SUCCESS	19
18	176635	SUCCESS	20
18	176593	SUCCESS	21
18	176575	SUCCESS	22
18	176655	SUCCESS	23
18	176569	SUCCESS	24
18	176623	SUCCESS	25
18	176627	SUCCESS	26
18	176699	SUCCESS	27
18	176681	SUCCESS	28
18	176600	SUCCESS	29
18	176603	SUCCESS	30
18	176596	SUCCESS	31
18	176582	SUCCESS	32
18	176633	SUCCESS	33
18	176622	SUCCESS	34
18	176613	SUCCESS	35
18	176668	SUCCESS	36
18	176595	SUCCESS	37
18	176660	SUCCESS	38
18	176621	SUCCESS	39
18	176690	SUCCESS	40
18	176607	SUCCESS	41
18	176615	SUCCESS	42
18	176593	SUCCESS	43
18	176625	SUCCESS	44
18	176630	SUCCESS	45
18	176604	SUCCESS	46
18	176584	SUCCESS	47
18	176601	SUCCESS	48
18	176616	SUCCESS	49
18	176633	SUCCESS	50
********************************************************************************
19	12991	SUCCESS	1
19	12893	SUCCESS	2
19	12898	SUCCESS	3
19	12882	SUCCESS	4
19	12899	SUCCESS	5
19	12885	SUCCESS	6
19	12889	SUCCESS	7
19	12894	SUCCESS	8
19	12895	SUCCESS	9
19	12890	SUCCESS	10
19	12895	SUCCESS	11
19	12887	SUCCESS	12
19	12900	SUCCESS	13
19	12891	SUCCESS	14
19	12903	SUCCESS	15
19	12902	SUCCESS	16
19	12887	SUCCESS	17
19	12871	SUCCESS	18
19	12854	SUCCESS	19
19	12848	SUCCESS	20
19	12819	SUCCESS	21
19	12859	SUCCESS	22
19	12840	SUCCESS	23
19	12856	SUCCESS	24
19	12866	SUCCESS	25
19	12825	SUCCESS	26
19	12844	SUCCESS	27
19	12844	SUCCESS	28
19	12850	SUCCESS	29
19	12827	SUCCESS	30
19	12852	SUCCESS	31
19	12822	SUCCESS	32
19	12856	SUCCESS	33
19	12840	SUCCESS	34
19	12831	SUCCESS	35
19	12854	SUCCESS	36
19	12848	SUCCESS	37
19	12867	SUCCESS	38
19	12859	SUCCESS	39
19	12830	SUCCESS	40
19	12863	SUCCESS	41
19	12872	SUCCESS	42
19	12883	SUCCESS	43
19	12871	SUCCESS	44
19	12903	SUCCESS	45
19	12867	SUCCESS	46
19	12911	SUCCESS	47
19	12902	SUCCESS	48
19	12885	SUCCESS	49
19	12894	SUCCESS	50
********************************************************************************
20	1045542	SUCCESS	1
20	1044202	SUCCESS	2
20	1045087	SUCCESS	3
20	1046433	SUCCESS	4
20	1047780	SUCCESS	5
20	1045833	SUCCESS	6
20	1047663	SUCCESS	7
20	1045577	SUCCESS	8
20	1046592	SUCCESS	9
20	1045143	SUCCESS	10
20	1045546	SUCCESS	11
20	1048732	SUCCESS	12
20	1046033	SUCCESS	13
20	1044580	SUCCESS	14
20	1046777	SUCCESS	15
20	1047818	SUCCESS	16
20	1049597	SUCCESS	17
20	1046410	SUCCESS	18
20	1045030	SUCCESS	19
20	1046499	SUCCESS	20
20	1044938	SUCCESS	21
20	1044040	SUCCESS	22
20	1043768	SUCCESS	23
20	1045238	SUCCESS	24
20	1046586	SUCCESS	25
20	1045139	SUCCESS	26
20	1046395	SUCCESS	27
20	1044316	SUCCESS	28
20	1045533	SUCCESS	29
20	1047276	SUCCESS	30
20	1045138	SUCCESS	31
20	1045169	SUCCESS	32
20	1044991	SUCCESS	33
20	1045623	SUCCESS	34
20	1045107	SUCCESS	35
20	1045141	SUCCESS	36
20	1045214	SUCCESS	37
20	1046196	SUCCESS	38
20	1046888	SUCCESS	39
20	1045561	SUCCESS	40
20	1047207	SUCCESS	41
20	1047153	SUCCESS	42
20	1045294	SUCCESS	43
20	1045388	SUCCESS	44
20	1045190	SUCCESS	45
20	1043941	SUCCESS	46
20	1046725	SUCCESS	47
20	1049490	SUCCESS	48
20	1044628	SUCCESS	49
20	1044618	SUCCESS	50
********************************************************************************
4	16	SUCCESS	1
4	6	SUCCESS	2
4	5	SUCCESS	3
4	5	SUCCESS	4
4	5	SUCCESS	5
4	5	SUCCESS	6
4	5	SUCCESS	7
4	5	SUCCESS	8
4	5	SUCCESS	9
4	5	SUCCESS	10
4	5	SUCCESS	11
4	4	SUCCESS	12
4	5	SUCCESS	13
4	4	SUCCESS	14
4	5	SUCCESS	15
4	5	SUCCESS	16
4	5	SUCCESS	17
4	5	SUCCESS	18
4	4	SUCCESS	19
4	5	SUCCESS	20
4	5	SUCCESS	21
4	5	SUCCESS	22
4	4	SUCCESS	23
4	5	SUCCESS	24
4	5	SUCCESS	25
4	5	SUCCESS	26
4	5	SUCCESS	27
4	5	SUCCESS	28
4	5	SUCCESS	29
4	5	SUCCESS	30
4	5	SUCCESS	31
4	5	SUCCESS	32
4	5	SUCCESS	33
4	5	SUCCESS	34
4	5	SUCCESS	35
4	5	SUCCESS	36
4	4	SUCCESS	37
4	5	SUCCESS	38
4	4	SUCCESS	39
4	5	SUCCESS	40
4	5	SUCCESS	41
4	5	SUCCESS	42
4	4	SUCCESS	43
4	5	SUCCESS	44
4	5	SUCCESS	45
4	5	SUCCESS	46
4	5	SUCCESS	47
4	5	SUCCESS	48
4	5	SUCCESS	49
4	5	SUCCESS	50
********************************************************************************
5	25	SUCCESS	1
5	5	SUCCESS	2
5	4	SUCCESS	3
5	4	SUCCESS	4
5	4	SUCCESS	5
5	8	SUCCESS	6
5	4	SUCCESS	7
5	4	SUCCESS	8
5	4	SUCCESS	9
5	3	SUCCESS	10
5	4	SUCCESS	11
5	3	SUCCESS	12
5	4	SUCCESS	13
5	4	SUCCESS	14
5	4	SUCCESS	15
5	4	SUCCESS	16
5	4	SUCCESS	17
5	4	SUCCESS	18
5	3	SUCCESS	19
5	4	SUCCESS	20
5	3	SUCCESS	21
5	4	SUCCESS	22
5	4	SUCCESS	23
5	4	SUCCESS	24
5	4	SUCCESS	25
5	3	SUCCESS	26
5	4	SUCCESS	27
5	4	SUCCESS	28
5	4	SUCCESS	29
5	4	SUCCESS	30
5	3	SUCCESS	31
5	4	SUCCESS	32
5	4	SUCCESS	33
5	4	SUCCESS	34
5	4	SUCCESS	35
5	4	SUCCESS	36
5	4	SUCCESS	37
5	4	SUCCESS	38
5	4	SUCCESS	39
5	3	SUCCESS	40
5	4	SUCCESS	41
5	4	SUCCESS	42
5	3	SUCCESS	43
5	4	SUCCESS	44
5	4	SUCCESS	45
5	3	SUCCESS	46
5	4	SUCCESS	47
5	4	SUCCESS	48
5	4	SUCCESS	49
5	4	SUCCESS	50
********************************************************************************
6	53	SUCCESS	1
6	34	SUCCESS	2
6	29	SUCCESS	3
6	28	SUCCESS	4
6	28	SUCCESS	5
6	28	SUCCESS	6
6	27	SUCCESS	7
6	28	SUCCESS	8
6	27	SUCCESS	9
6	27	SUCCESS	10
6	27	SUCCESS	11
6	27	SUCCESS	12
6	26	SUCCESS	13
6	27	SUCCESS	14
6	27	SUCCESS	15
6	27	SUCCESS	16
6	27	SUCCESS	17
6	26	SUCCESS	18
6	26	SUCCESS	19
6	27	SUCCESS	20
6	26	SUCCESS	21
6	26	SUCCESS	22
6	27	SUCCESS	23
6	26	SUCCESS	24
6	26	SUCCESS	25
6	26	SUCCESS	26
6	27	SUCCESS	27
6	27	SUCCESS	28
6	26	SUCCESS	29
6	26	SUCCESS	30
6	26	SUCCESS	31
6	26	SUCCESS	32
6	26	SUCCESS	33
6	26	SUCCESS	34
6	26	SUCCESS	35
6	26	SUCCESS	36
6	26	SUCCESS	37
6	29	SUCCESS	38
6	26	SUCCESS	39
6	27	SUCCESS	40
6	27	SUCCESS	41
6	27	SUCCESS	42
6	27	SUCCESS	43
6	27	SUCCESS	44
6	27	SUCCESS	45
6	26	SUCCESS	46
6	26	SUCCESS	47
6	26	SUCCESS	48
6	26	SUCCESS	49
6	26	SUCCESS	50
********************************************************************************
7	25	SUCCESS	1
7	11	SUCCESS	2
7	10	SUCCESS	3
7	8	SUCCESS	4
7	8	SUCCESS	5
7	9	SUCCESS	6
7	9	SUCCESS	7
7	8	SUCCESS	8
7	9	SUCCESS	9
7	8	SUCCESS	10
7	8	SUCCESS	11
7	9	SUCCESS	12
7	9	SUCCESS	13
7	8	SUCCESS	14
7	8	SUCCESS	15
7	8	SUCCESS	16
7	9	SUCCESS	17
7	9	SUCCESS	18
7	8	SUCCESS	19
7	8	SUCCESS	20
7	9	SUCCESS	21
7	8	SUCCESS	22
7	9	SUCCESS	23
7	9	SUCCESS	24
7	8	SUCCESS	25
7	8	SUCCESS	26
7	9	SUCCESS	27
7	9	SUCCESS	28
7	8	SUCCESS	29
7	8	SUCCESS	30
7	9	SUCCESS	31
7	8	SUCCESS	32
7	8	SUCCESS	33
7	9	SUCCESS	34
7	8	SUCCESS	35
7	8	SUCCESS	36
7	9	SUCCESS	37
7	8	SUCCESS	38
7	8	SUCCESS	39
7	9	SUCCESS	40
7	9	SUCCESS	41
7	9	SUCCESS	42
7	8	SUCCESS	43
7	8	SUCCESS	44
7	9	SUCCESS	45
7	9	SUCCESS	46
7	8	SUCCESS	47
7	8	SUCCESS	48
7	9	SUCCESS	49
7	8	SUCCESS	50
********************************************************************************
8	158	SUCCESS	1
8	139	SUCCESS	2
8	132	SUCCESS	3
8	131	SUCCESS	4
8	130	SUCCESS	5
8	130	SUCCESS	6
8	131	SUCCESS	7
8	130	SUCCESS	8
8	132	SUCCESS	9
8	130	SUCCESS	10
8	130	SUCCESS	11
8	129	SUCCESS	12
8	130	SUCCESS	13
8	131	SUCCESS	14
8	129	SUCCESS	15
8	130	SUCCESS	16
8	132	SUCCESS	17
8	130	SUCCESS	18
8	129	SUCCESS	19
8	130	SUCCESS	20
8	130	SUCCESS	21
8	129	SUCCESS	22
8	130	SUCCESS	23
8	131	SUCCESS	24
8	129	SUCCESS	25
8	130	SUCCESS	26
8	130	SUCCESS	27
8	130	SUCCESS	28
8	130	SUCCESS	29
8	130	SUCCESS	30
8	130	SUCCESS	31
8	133	SUCCESS	32
8	130	SUCCESS	33
8	131	SUCCESS	34
8	131	SUCCESS	35
8	130	SUCCESS	36
8	130	SUCCESS	37
8	130	SUCCESS	38
8	131	SUCCESS	39
8	133	SUCCESS	40
8	130	SUCCESS	41
8	130	SUCCESS	42
8	130	SUCCESS	43
8	130	SUCCESS	44
8	130	SUCCESS	45
8	130	SUCCESS	46
8	133	SUCCESS	47
8	130	SUCCESS	48
8	131	SUCCESS	49
8	130	SUCCESS	50
********************************************************************************
9	80	SUCCESS	1
9	56	SUCCESS	2
9	58	SUCCESS	3
9	53	SUCCESS	4
9	52	SUCCESS	5
9	53	SUCCESS	6
9	52	SUCCESS	7
9	52	SUCCESS	8
9	53	SUCCESS	9
9	52	SUCCESS	10
9	52	SUCCESS	11
9	53	SUCCESS	12
9	52	SUCCESS	13
9	52	SUCCESS	14
9	52	SUCCESS	15
9	52	SUCCESS	16
9	52	SUCCESS	17
9	52	SUCCESS	18
9	52	SUCCESS	19
9	52	SUCCESS	20
9	52	SUCCESS	21
9	55	SUCCESS	22
9	52	SUCCESS	23
9	52	SUCCESS	24
9	52	SUCCESS	25
9	52	SUCCESS	26
9	52	SUCCESS	27
9	52	SUCCESS	28
9	51	SUCCESS	29
9	52	SUCCESS	30
9	52	SUCCESS	31
9	52	SUCCESS	32
9	52	SUCCESS	33
9	52	SUCCESS	34
9	52	SUCCESS	35
9	51	SUCCESS	36
9	51	SUCCESS	37
9	51	SUCCESS	38
9	53	SUCCESS	39
9	51	SUCCESS	40
9	54	SUCCESS	41
9	52	SUCCESS	42
9	52	SUCCESS	43
9	52	SUCCESS	44
9	52	SUCCESS	45
9	52	SUCCESS	46
9	51	SUCCESS	47
9	52	SUCCESS	48
9	51	SUCCESS	49
9	52	SUCCESS	50
********************************************************************************
10	198	SUCCESS	1
10	175	SUCCESS	2
10	165	SUCCESS	3
10	164	SUCCESS	4
10	163	SUCCESS	5
10	164	SUCCESS	6
10	163	SUCCESS	7
10	165	SUCCESS	8
10	162	SUCCESS	9
10	163	SUCCESS	10
10	162	SUCCESS	11
10	162	SUCCESS	12
10	162	SUCCESS	13
10	163	SUCCESS	14
10	164	SUCCESS	15
10	161	SUCCESS	16
10	162	SUCCESS	17
10	162	SUCCESS	18
10	162	SUCCESS	19
10	162	SUCCESS	20
10	164	SUCCESS	21
10	162	SUCCESS	22
10	162	SUCCESS	23
10	162	SUCCESS	24
10	162	SUCCESS	25
10	162	SUCCESS	26
10	168	SUCCESS	27
10	163	SUCCESS	28
10	162	SUCCESS	29
10	163	SUCCESS	30
10	162	SUCCESS	31
10	163	SUCCESS	32
10	164	SUCCESS	33
10	161	SUCCESS	34
10	162	SUCCESS	35
10	162	SUCCESS	36
10	162	SUCCESS	37
10	162	SUCCESS	38
10	164	SUCCESS	39
10	162	SUCCESS	40
10	162	SUCCESS	41
10	162	SUCCESS	42
10	163	SUCCESS	43
10	162	SUCCESS	44
10	165	SUCCESS	45
10	163	SUCCESS	46
10	163	SUCCESS	47
10	162	SUCCESS	48
10	162	SUCCESS	49
10	162	SUCCESS	50
********************************************************************************
11	132	SUCCESS	1
11	99	SUCCESS	2
11	101	SUCCESS	3
11	96	SUCCESS	4
11	96	SUCCESS	5
11	95	SUCCESS	6
11	95	SUCCESS	7
11	95	SUCCESS	8
11	95	SUCCESS	9
11	94	SUCCESS	10
11	94	SUCCESS	11
11	94	SUCCESS	12
11	94	SUCCESS	13
11	94	SUCCESS	14
11	94	SUCCESS	15
11	94	SUCCESS	16
11	94	SUCCESS	17
11	95	SUCCESS	18
11	94	SUCCESS	19
11	94	SUCCESS	20
11	94	SUCCESS	21
11	95	SUCCESS	22
11	94	SUCCESS	23
11	97	SUCCESS	24
11	93	SUCCESS	25
11	94	SUCCESS	26
11	94	SUCCESS	27
11	94	SUCCESS	28
11	94	SUCCESS	29
11	94	SUCCESS	30
11	94	SUCCESS	31
11	94	SUCCESS	32
11	93	SUCCESS	33
11	96	SUCCESS	34
11	94	SUCCESS	35
11	94	SUCCESS	36
11	94	SUCCESS	37
11	95	SUCCESS	38
11	94	SUCCESS	39
11	95	SUCCESS	40
11	94	SUCCESS	41
11	94	SUCCESS	42
11	93	SUCCESS	43
11	94	SUCCESS	44
11	95	SUCCESS	45
11	94	SUCCESS	46
11	94	SUCCESS	47
11	94	SUCCESS	48
11	94	SUCCESS	49
11	94	SUCCESS	50
********************************************************************************
12	603	SUCCESS	1
12	563	SUCCESS	2
12	567	SUCCESS	3
12	561	SUCCESS	4
12	564	SUCCESS	5
12	562	SUCCESS	6
12	564	SUCCESS	7
12	563	SUCCESS	8
12	566	SUCCESS	9
12	569	SUCCESS	10
12	563	SUCCESS	11
12	565	SUCCESS	12
12	564	SUCCESS	13
12	565	SUCCESS	14
12	563	SUCCESS	15
12	565	SUCCESS	16
12	566	SUCCESS	17
12	562	SUCCESS	18
12	565	SUCCESS	19
12	563	SUCCESS	20
12	565	SUCCESS	21
12	562	SUCCESS	22
12	565	SUCCESS	23
12	567	SUCCESS	24
12	562	SUCCESS	25
12	564	SUCCESS	26
12	562	SUCCESS	27
12	565	SUCCESS	28
12	563	SUCCESS	29
12	565	SUCCESS	30
12	563	SUCCESS	31
12	566	SUCCESS	32
12	564	SUCCESS	33
12	563	SUCCESS	34
12	565	SUCCESS	35
12	563	SUCCESS	36
12	564	SUCCESS	37
12	562	SUCCESS	38
12	566	SUCCESS	39
12	564	SUCCESS	40
12	562	SUCCESS	41
12	564	SUCCESS	42
12	563	SUCCESS	43
12	565	SUCCESS	44
12	564	SUCCESS	45
12	565	SUCCESS	46
12	564	SUCCESS	47
12	563	SUCCESS	48
12	565	SUCCESS	49
12	563	SUCCESS	50
********************************************************************************
13	322	SUCCESS	1
13	277	SUCCESS	2
13	281	SUCCESS	3
13	275	SUCCESS	4
13	275	SUCCESS	5
13	277	SUCCESS	6
13	272	SUCCESS	7
13	273	SUCCESS	8
13	274	SUCCESS	9
13	279	SUCCESS	10
13	274	SUCCESS	11
13	273	SUCCESS	12
13	276	SUCCESS	13
13	272	SUCCESS	14
13	273	SUCCESS	15
13	272	SUCCESS	16
13	275	SUCCESS	17
13	272	SUCCESS	18
13	273	SUCCESS	19
13	272	SUCCESS	20
13	274	SUCCESS	21
13	273	SUCCESS	22
13	273	SUCCESS	23
13	276	SUCCESS	24
13	274	SUCCESS	25
13	271	SUCCESS	26
13	273	SUCCESS	27
13	275	SUCCESS	28
13	273	SUCCESS	29
13	272	SUCCESS	30
13	273	SUCCESS	31
13	276	SUCCESS	32
13	273	SUCCESS	33
13	273	SUCCESS	34
13	275	SUCCESS	35
13	273	SUCCESS	36
13	271	SUCCESS	37
13	272	SUCCESS	38
13	277	SUCCESS	39
13	272	SUCCESS	40
13	272	SUCCESS	41
13	274	SUCCESS	42
13	274	SUCCESS	43
13	273	SUCCESS	44
13	274	SUCCESS	45
13	274	SUCCESS	46
13	273	SUCCESS	47
13	273	SUCCESS	48
13	272	SUCCESS	49
13	274	SUCCESS	50
********************************************************************************
14	5422	SUCCESS	1
14	5378	SUCCESS	2
14	5371	SUCCESS	3
14	5374	SUCCESS	4
14	5369	SUCCESS	5
14	5368	SUCCESS	6
14	5369	SUCCESS	7
14	5368	SUCCESS	8
14	5369	SUCCESS	9
14	5363	SUCCESS	10
14	5365	SUCCESS	11
14	5365	SUCCESS	12
14	5362	SUCCESS	13
14	5364	SUCCESS	14
14	5370	SUCCESS	15
14	5363	SUCCESS	16
14	5368	SUCCESS	17
14	5372	SUCCESS	18
14	5366	SUCCESS	19
14	5370	SUCCESS	20
14	5368	SUCCESS	21
14	5366	SUCCESS	22
14	5368	SUCCESS	23
14	5370	SUCCESS	24
14	5364	SUCCESS	25
14	5367	SUCCESS	26
14	5364	SUCCESS	27
14	5364	SUCCESS	28
14	5372	SUCCESS	29
14	5366	SUCCESS	30
14	5369	SUCCESS	31
14	5364	SUCCESS	32
14	5365	SUCCESS	33
14	5373	SUCCESS	34
14	5372	SUCCESS	35
14	5365	SUCCESS	36
14	5367	SUCCESS	37
14	5369	SUCCESS	38
14	5363	SUCCESS	39
14	5367	SUCCESS	40
14	5365	SUCCESS	41
14	5368	SUCCESS	42
14	5362	SUCCESS	43
14	5364	SUCCESS	44
14	5365	SUCCESS	45
14	5367	SUCCESS	46
14	5366	SUCCESS	47
14	5367	SUCCESS	48
14	5365	SUCCESS	49
14	5370	SUCCESS	50
********************************************************************************
15	4433	SUCCESS	1
15	4383	SUCCESS	2
15	4375	SUCCESS	3
15	4372	SUCCESS	4
15	4376	SUCCESS	5
15	4372	SUCCESS	6
15	4376	SUCCESS	7
15	4374	SUCCESS	8
15	4369	SUCCESS	9
15	4373	SUCCESS	10
15	4371	SUCCESS	11
15	4371	SUCCESS	12
15	4371	SUCCESS	13
15	4372	SUCCESS	14
15	4372	SUCCESS	15
15	4372	SUCCESS	16
15	4368	SUCCESS	17
15	4368	SUCCESS	18
15	4372	SUCCESS	19
15	4371	SUCCESS	20
15	4372	SUCCESS	21
15	4368	SUCCESS	22
15	4374	SUCCESS	23
15	4370	SUCCESS	24
15	4371	SUCCESS	25
15	4371	SUCCESS	26
15	4368	SUCCESS	27
15	4372	SUCCESS	28
15	4371	SUCCESS	29
15	4371	SUCCESS	30
15	4373	SUCCESS	31
15	4372	SUCCESS	32
15	4368	SUCCESS	33
15	4375	SUCCESS	34
15	4374	SUCCESS	35
15	4373	SUCCESS	36
15	4373	SUCCESS	37
15	4371	SUCCESS	38
15	4374	SUCCESS	39
15	4370	SUCCESS	40
15	4374	SUCCESS	41
15	4369	SUCCESS	42
15	4367	SUCCESS	43
15	4372	SUCCESS	44
15	4370	SUCCESS	45
15	4370	SUCCESS	46
15	4370	SUCCESS	47
15	4371	SUCCESS	48
15	4370	SUCCESS	49
15	4370	SUCCESS	50
********************************************************************************
16	35017	SUCCESS	1
16	34939	SUCCESS	2
16	34921	SUCCESS	3
16	34922	SUCCESS	4
16	34920	SUCCESS	5
16	34929	SUCCESS	6
16	34943	SUCCESS	7
16	34961	SUCCESS	8
16	34939	SUCCESS	9
16	34933	SUCCESS	10
16	34916	SUCCESS	11
16	34945	SUCCESS	12
16	34931	SUCCESS	13
16	34916	SUCCESS	14
16	34926	SUCCESS	15
16	34919	SUCCESS	16
16	34935	SUCCESS	17
16	34960	SUCCESS	18
16	34964	SUCCESS	19
16	34934	SUCCESS	20
16	34929	SUCCESS	21
16	34941	SUCCESS	22
16	34933	SUCCESS	23
16	34923	SUCCESS	24
16	34925	SUCCESS	25
16	34952	SUCCESS	26
16	34948	SUCCESS	27
16	34972	SUCCESS	28
16	34948	SUCCESS	29
16	34932	SUCCESS	30
16	34913	SUCCESS	31
16	34933	SUCCESS	32
16	34916	SUCCESS	33
16	34979	SUCCESS	34
16	34935	SUCCESS	35
16	34925	SUCCESS	36
16	34934	SUCCESS	37
16	34981	SUCCESS	38
16	34987	SUCCESS	39
16	34978	SUCCESS	40
16	34994	SUCCESS	41
16	34997	SUCCESS	42
16	34995	SUCCESS	43
16	34979	SUCCESS	44
16	34999	SUCCESS	45
16	35001	SUCCESS	46
16	34992	SUCCESS	47
16	34975	SUCCESS	48
16	34992	SUCCESS	49
16	34985	SUCCESS	50
********************************************************************************
17	21000	SUCCESS	1
17	20923	SUCCESS	2
17	20908	SUCCESS	3
17	20901	SUCCESS	4
17	20908	SUCCESS	5
17	20913	SUCCESS	6
17	20910	SUCCESS	7
17	20901	SUCCESS	8
17	20885	SUCCESS	9
17	21075	SUCCESS	10
17	20950	SUCCESS	11
17	20918	SUCCESS	12
17	20922	SUCCESS	13
17	20928	SUCCESS	14
17	20939	SUCCESS	15
17	20939	SUCCESS	16
17	20937	SUCCESS	17
17	20931	SUCCESS	18
17	20948	SUCCESS	19
17	20951	SUCCESS	20
17	20942	SUCCESS	21
17	20945	SUCCESS	22
17	20945	SUCCESS	23
17	20943	SUCCESS	24
17	20939	SUCCESS	25
